Pagina,Tipo_Evasion,Texto_Detectado,Contexto_80chars,Personas_en_Pagina
416,Objection,Objection,"d not finishing the job 20 meaning bringing Jeffrey to orgasm 21 MS. MENNINGER: Objection, leading, form. 22 BY MS. McCAWLEY: 23 Q. Im sorry, Johanna, let me correct tha",
417,Objection,Objection,"said you hadnt finished the job, with 2 respect to the camera 3 MS. MENNINGER: Objection, leading, form. 4 THE WITNESS: She implied that I had not 5 brought him to orga",
417,Objection,Objection,"you to perform sexual acts when you were massaging 9 Jeffrey 10 MS. MENNINGER: Objection, leading, form, 11 foundation. 12 THE WITNESS: I can answer 13 Yes, I took that",
417,Objection,Objection,"ld you a 18 story about sex on the plane. What was that about 19 MS. MENNINGER: Objection, hearsay. 20 THE WITNESS: He told me one time Emmy was 21 sleeping on the plane",
419,Objection,Objection,. 16 Q. There were other people he traveled with 17 A. Uh-huh. 18 MS. McCAWLEY: Objection. 19 BY MS. MENNINGER: 20 Q. Correct 21 A. Correct. 22 Q. Other girls 23 A. Yes.,
432,Fifth Amendment,Fifth Amendment,"abuse. Epstein, however, may well attempt to support Defendant by invoking the Fifth Amendment to avoid answering questions about his sexual abuse of Ms. Giuffre. Apparently",Jeffrey Epstein
432,Fifth Amendment,Fifth Amendment,"upheld the drawing of adverse inferences based on a non-partys invocation of a Fifth Amendment right to remain silent. The Second Circuit instructed that, the circumstances o",Jeffrey Epstein
446,Objection,Objection,"d not finishing the job 20 meaning bringing Jeffrey to orgasm 21 MS. MENNINGER: Objection, leading, form. 22 BY MS. McCAWLEY: 23 Q. Im sorry, Johanna, let me correct tha",
447,Objection,Objection,"said you hadnt finished the job, with 2 respect to the camera 3 MS. MENNINGER: Objection, leading, form. 4 THE WITNESS: She implied that I had not 5 brought him to orga",
447,Objection,Objection,"you to perform sexual acts when you were massaging 9 Jeffrey 10 MS. MENNINGER: Objection, leading, form, 11 foundation. 12 THE WITNESS: I can answer 13 Yes, I took that",
447,Objection,Objection,"ld you a 18 story about sex on the plane. What was that about 19 MS. MENNINGER: Objection, hearsay. 20 THE WITNESS: He told me one time Emmy was 21 sleeping on the plane",
449,Objection,Objection,. 16 Q. There were other people he traveled with 17 A. Uh-huh. 18 MS. McCAWLEY: Objection. 19 BY MS. MENNINGER: 20 Q. Correct 21 A. Correct. 22 Q. Other girls 23 A. Yes.,
461,Fifth Amendment,Fifth Amendment,"abuse. Epstein, however, may well attempt to support Defendant by invoking the Fifth Amendment to avoid answering questions about his sexual abuse of Ms. Giuffre. Apparently",Jeffrey Epstein
462,Fifth Amendment,Fifth Amendment,"upheld the drawing of adverse inferences based on a non-partys invocation of a Fifth Amendment right to remain silent. The Second Circuit instructed that, the circumstances o",
467,Fifth Amendment,FIFTH AMENDMENT,"........................................................................ 14 II. FIFTH AMENDMENT BY EPSTEIN, KELLEN OR MARCINCOVA NOT ADMISSIBLE IN THIS CASE AGAINST MS. MAXWEL",Jeffrey Epstein; Bill Clinton
469,Fifth Amendment,Fifth Amendment,"imely depose are ones who repeatedly have expressed their intention to take the Fifth Amendment as to all questions posed. Counsel for 4 Jeffrey Epstein, offered to accept ser",Jeffrey Epstein; Ghislaine Maxwell; Bill Clinton
480,Objection,objection,"ly litigated in other cases that Mr. Epstein is a resident of Florida, over his objection that he is a resident of the U.S. Virgin Islands. See, e.g., Menninger Decl., E",Jeffrey Epstein
482,Fifth Amendment,Fifth Amendment,"Plaintiff and Ms. Maxwell. Apart from these witnesses stated intent to take the Fifth Amendment which renders their testimony inadmissible, as discussed more fully below, neit",
483,Fifth Amendment,FIFTH AMENDMENT,"ll of her intent to serve the subpoenas on April 27. Menninger Decl. Ex. I. II. FIFTH AMENDMENT BY EPSTEIN, KELLEN OR MARCINCOVA NOT ADMISSIBLE IN THIS CASE AGAINST MS. MAXWEL",
483,Fifth Amendment,Fifth Amendment,eason that they all have represented to Plaintiff their intention to assert the Fifth Amendment protection as to all questions and such assertion will not be admissible eviden,
483,Fifth Amendment,Fifth Amendment,"the discovery deadline. Plaintiff wrongfully contends that any assertion of the Fifth Amendment during the depositions of Epstein, Kellen and Marincova will be admissible in t",
505,Objection,Objection,"participate in a massage with Jeffrey Epstein and another female MR. PAGLIUCA: Objection. Do not am,wer that question. Again, to the extent you are asking for some sort",Jeffrey Epstein
508,Objection,Objection,Jeffrey like to have his nipples pinched during sexual encounters MR. PAGLIUCA: Objection to form and foundation. A. Im not referring to any advice on my counsel. lm not,
508,Fifth Amendment,Fifth Amendment,"o provide answers to these questions. it appears likely that he will assert his Fifth Amendment privilege regarding his sexual activities. Accordingly, Ms.. Giuffre must pursu",
509,Decline to answer,refuse to answer,"l activities with alleged adults, Defendant is essentially given the ability to refuse to answer any sexual question she does not wish to answer. Defendant simply has to deem t",
510,Objection,objection,stimony that it sought. The court must determine the propriety of the deponents objection to answering the questions. and can order the deponent to provide improperly wi,
527,Objection,Objection,ress article in which 20 Sharon Churcher reported that you were 21 MR. EDWARDS: Objection. Id just ask 22 that if youre going to ask this witness about a 23 specific art,Ghislaine Maxwell; Virginia Giuffre
529,I don't recall,do not recall,"a helicopter with Bill Clinton and 20 Ghislaine Maxwell as the pilot 21 A No, I do not recall reading a press 22 article saying that I was on a helicopter with Bill 23 Clint",Ghislaine Maxwell; Virginia Giuffre; Bill Clinton
531,Objection,Objection,"dy out there. Q She printed things that were untrue, 23 correct 24 MR. EDWARDS: Objection to the form. 25 Mischaracterization. VIRGINIA GIUFFRE 532016 220 Case 1:15-cv-0",Virginia Giuffre
532,Objection,I object,she print things 9 in her articles that you did not say to her 10 MR. EDWARDS: I object and ask that the 11 witness be given the opportunity to see the document 12 so,Virginia Giuffre
533,Objection,objection,R Did Sharon Churcher 22 print things that you did not say 23 MR. EDWARDS: Same objection. Same 24 instruction not to answer. 25 I think Ive made a very clear record as,Virginia Giuffre
534,Objection,objection,"haron Churcher 5 print things that you felt were inaccurate 6 MR. EDWARDS: Same objection. Same 7 instruction. If she sees the document, shes going 8 to answer every one",Ghislaine Maxwell; Virginia Giuffre
534,Objection,objection,porter 10 print statements that you believe are inaccurate 11 MR. EDWARDS: Same objection. Same 12 instruction. 13 Q BY MS. MENNINGER Did any reporter print 14 statement,Ghislaine Maxwell; Virginia Giuffre
534,Objection,objection,statements about Ghislaine Maxwell that were 15 inaccurate 16 MR. EDWARDS: Same objection. Same 17 instruction. 18 This is harassing. This is harassing a 19 sexual abuse,Ghislaine Maxwell; Virginia Giuffre
534,Objection,objection,"is. 22 MS. MENNINGER: Mr. Edwards, please stop 23 saying anything other than an objection, what the 24 basis is, or instructing your client not to answer. 25 MR. EDWARDS",Ghislaine Maxwell; Virginia Giuffre
537,Objection,objection,le on the Internet 6 about Ghislaine Maxwell that is untrue 7 MR. EDWARDS: Same objection. Same 8 instruction. 9 A Please show me a specific document. 10 Q BY MS. MENNIN,Ghislaine Maxwell; Virginia Giuffre; Prince Andrew
546,Objection,objection,"o :;.:r,t: 011 lht p,irly or ullom.: lks1gnu.ed i11 Lilt st1bptK.nu :i writi.:n objection Lo inpt:ctmg, copy111g, testing. or 11111pling any or 1111 or1hc rnatcrial or t",
563,Objection,objection,"pection may serve on the party or attorney designated in the subpoena a written objection to inspecting, copying, testing, or sampling any or all of the materials or to",
563,Objection,objection,producing electronically stored information in the form or forms requested. The objection must be served before the earlier of the time specified for compliance or 14 da,
563,Objection,objection,"he time specified for compliance or 14 days after the subpoena is served. If an objection is made , the following rules apply: i At any time, on notice to the commanded",
571,Objection,objection,"pection may serve on the party or attorney designated in the subpoena a written objection to inspecting, copying, testing, or sampling any or all of the materials or to",
571,Objection,objection,producing electronically stored information in the form or forms requested. The objection must be served before the earlier of the time specified for compliance or 14 da,
571,Objection,objection,"he time specified for compliance or 14 days after the subpoena is served. If an objection is made, the following rules apply: i Al any time, on notice to the commanded p",
583,Objection,objection,"pection may serve on the party or attorney designated in the subpoena a written objection to inspecting, copying, testing, or sampling any or all of the materials or to",
583,Objection,objection,producing electronically stored information in the form or forms requested. The objection must be served before the earlier of the time specified for compliance or 14 da,
583,Objection,objection,"he time specified for compliance or 14 days after the subpoena is served. If an objection is made, the following rules apply: i At any time, on notice to the commanded p",
659,Objection,objection,"other applicable privileges. Ms. Giuffre is withholding documents based on this objection. Specifically, Ms. Giuffre is withholding documents reflecting the engagements",
660,Objection,objection,"res; l. Anthony Figueroa; m. Ron Eppinger Response to Request No. 5 Ms. Giuffre objection to this request on the grounds that it is overly broad and unduly burdensome, p",Jeffrey Epstein; Ghislaine Maxwell
680,Objection,objection,"include documents from anyone associated with you based on the above referenced objection. 36. All Documents relating to massages, including but not limited to any Docum",Jeffrey Epstein
810,Objection,Objection,"hones. 4 Q. Did y ou ever ask her to rub 5 Jeffrey1 s feet 6 7 8 MR . PAGLIUCA: Objection to the form and foundation. A. I believe that I have read that, 9 but I don 1 t",
812,Objection,Objection,"nconsensual sex 2 0 with anybody. 21 22 23 Q. A. Not Annie Farmer MR. PAGLIUCA: Objection. I just testified I never had 24 nonconsensual sex with anybody ever, at any 25",Annie Farmer
835,Objection,Objection,"ving 17 intercourse, any of those things 18 19 2 0 21 22 23 24 25 MR. PAGLIUCA: Objection. foundation. Form and To the extent any of this is asking for to your knowledge",Jeffrey Epstein
839,Objection,Objection,"d, 9 Jeffrey did. 10 Q. Did Emmy ever have sex with 11 Jeffrey 12 MR. PAGLIUCA: Objection to the 13 14 15 did. 16 form and foundation. A. How would I know what somebody",
841,Objection,Objection,n how to 3 recruit other girls to perform sexual 4 massages 5 6 7 MR. PAGLIUCA: Objection to the form and foundation. A. No. And its absurd and her entire 8 story is one,
841,Objection,Objection,to have his 12 nipples pinched during sexual encounters 13 14 15 MR. PAGLIUCA: Objection to form and foundation. A. I m not referring to any advice on 16 my counsel. Im,
842,Objection,Objection,"ou take a call for 6 example and book a massage for him 7 8 9 1 0 MR. PAGLIUCA: Objection to the form and foundation. Q. A. You can answer. Typically, that was not my 11",
842,Objection,Objection,"d do that. 14 15 that 16 17 18 Q. From time to time you had to do MR. PAGLIUCA: Objection to the form and foundation. A. Like I said, typically it was 19 somebody else1",
846,Objection,Objection,"no idea. I the name but thats it. Was Johanna Sjoberg a masseuse MR. PAGLIUCA: Objection to the and foundation. What are you asking me , I m sorry When Johanna Sjoberg",Jeffrey Epstein; Johanna Sjoberg
846,Objection,Objection,"18 Epstein, did she perform massages, anything 19 else 20 21 22 MR . PAGLIUCA: Objection to the form and foundation. A. When she came she answered phones 23 and at some",Jeffrey Epstein; Johanna Sjoberg
848,Objection,Objection,responsible for 10 introducing Anuska to Jeffrey Epstein 11 12 13 MR. PAGLIUCA: Objection to the form and foundation. A. I already testified that I don t 14 really recal,Jeffrey Epstein
848,Objection,Objection,"esponsible for 16 introducing Johanna to Jeffrey Epstein 17 18 19 MR. PAGLIUCA: Objection to the form and foundation. A. Again, I dont like the 2 0 characterization of i",Jeffrey Epstein
867,Objection,objection,he form 9 and foundation. 10 Q. Girls under the age of 18 11 MR. PAGLIUCA: Same objection. 12 A. I have no idea. 13 Q. Was Nadia involved with sex with 14 Jeffrey and gi,
867,Objection,objection,ved with sex with 14 Jeffrey and girls over the age of 18 15 MR. PAGLIUCA: Same objection. 16 A. I have no idea. 17 Q. Did Nadia recruit other girls for 18 sex with Jeff,
874,Objection,Objection,Page 58 1 G Maxwell - Confidential 2 massage 3 MR. PAGLIUCA: Objection to the 4 form and foundation. 5 A. No. 6 Q. Did you ever instruct Virginia 7 Ro,
874,Objection,Objection,Did you ever instruct Virginia 7 Roberts to have sex with Glenn 8 MR. PAGLIUCA: Objection to the 9 form and foundation. 10 A. I have never instructed Virginia to 11 have,
874,Objection,Objection,y ever. 12 Q. How old was Eva Anderson when she 13 met Jeffrey 14 MR. PAGLIUCA: Objection to the 15 form and foundation. 16 A. I have no idea. 17 Q. Whats she under the,
874,Objection,Objection,ion. 16 A. I have no idea. 17 Q. Whats she under the age of 18 18 MR. PAGLIUCA: Objection to the 19 form and foundation. 20 A. I just testified I have idea how 21 old sh,
876,Objection,Objection,"3 telephones. 4 Q. Did you ever ask her to rub 5 Jeffreys feet 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. I believe that I have read that, 9 but I don",
878,Objection,Objection,"had nonconsensual sex 20 with anybody. 21 Q. Not Annie Farmer 22 MR. PAGLIUCA: Objection. 23 A. I just testified I never had 24 nonconsensual sex with anybody ever, at",Annie Farmer
879,Objection,Objection,"th anybody. 9 Q. Did you introduce Johanna to Prince 10 Andrew 11 MR. PAGLIUCA: Objection to the 12 form and foundation. 13 A. Ive, again, read that Johanna 14 claimed t",Prince Andrew
884,Objection,Objection,Maxwell - Confidential 2 that you kept in the Palm Beach house 3 MR. PAGLIUCA: Objection to the 4 form and foundation. 5 A. First of all what do you mean. 6 Q. A laundr,
884,Objection,Objection,you mean. 6 Q. A laundry basket that contained sex 7 toys in it 8 MR. PAGLIUCA: Objection to the 9 form and foundation. 10 A. Can you ask the question again 11 Q. Did yo,
884,Objection,Objection,"t that 12 contained sex toys in it, in the Palm Beach 13 House 14 MR. PAGLIUCA: Objection to the 15 form and foundation. 16 Q. Did you have a laundry basket of 17 sex to",
884,Objection,objection,e a laundry basket of 17 sex toys in the Palm Beach house 18 MR. PAGLIUCA: Same objection. 19 Q. You can answer. 20 A. I dont recollect anything about a 21 laundry baske,
886,Objection,Objection,sage appointments with Jeffrey Epstein 14 and Virginia Roberts 15 MR. PAGLIUCA: Objection to the 16 form and foundation. 17 A. No. 18 Q. Were you ever present to view a,Jeffrey Epstein
887,Objection,Objection,d you help her obtain an 13 apartment in Palm Beach to live in 14 MR. PAGLIUCA: Objection to the 15 form and foundation. 16 Q. Was that part of your 17 responsibilities,Jeffrey Epstein
889,Objection,Objection,"eing at the house at all. 5 Q. How many homes does Jeffrey have 6 MR. PAGLIUCA: Objection to the 7 form and foundation. 8 A. When I was working for him, I think 9 he had",
